date,value,yoy_chg,mom_chg_raw,mom_chg_ann,data_element_text,industry_text,val_type_text
2024-12-01,26802000,0.03759049204444276,80000,0.03652294036448045,All Employees,Private education and health services,ts_line
2024-12-01,8316000,0.024137931034482696,8000,0.01161652155488957,All Employees,Construction,ts_line
2024-12-01,23516000,0.019067429363841315,33000,0.01699421132726564,All Employees,Government,ts_line
2024-12-01,17101000,0.016948144624167494,43000,0.03067267665707285,All Employees,Leisure and hospitality,ts_line
2024-12-01,159536000,0.014189086100798498,256000,0.019458198230793977,All Employees,Total nonfarm,ts_line
2024-12-01,5935000,0.012107776261937264,8000,0.016317848325430262,All Employees,Other services,ts_line
2024-12-01,29091000,0.007759725638271986,49000,0.02043548124950112,All Employees,"Trade, transportation, and utilities",ts_line
2024-12-01,9286000,0.005740279432470574,13000,0.016953357675789427,All Employees,Financial activities,ts_line
2024-12-01,22978000,0.004195437461760321,28000,0.014739164921192538,All Employees,Professional and business services,ts_line
2024-12-01,3004000,-0.0026560424966799445,10000,0.04082469497702501,All Employees,Information,ts_line
2024-12-01,12873000,-0.006712962962962976,-13000,-0.012039214160137868,All Employees,Manufacturing,ts_line
2024-12-01,634000,-0.013996889580093264,-3000,-0.05507376583446155,All Employees,Mining and logging,ts_line
2024-11-01,26722000,0.03786848953276101,87000,0.039908438707132676,All Employees,Private education and health services,ts_line
2024-11-01,8308000,0.025425820784991338,8000,0.011627777624632962,All Employees,Construction,ts_line
2024-11-01,23483000,0.020999999999999908,30000,0.015458301936673413,All Employees,Government,ts_line
2024-11-01,17058000,0.016870342771982072,52000,0.037316351860698704,All Employees,Leisure and hospitality,ts_line
2024-11-01,159280000,0.014431834103965313,212000,0.01611091557310007,All Employees,Total nonfarm,ts_line
2024-11-01,5927000,0.010743519781718947,8000,0.016340067404839953,All Employees,Other services,ts_line
2024-11-01,29042000,0.006899421003363049,-23000,-0.009454736774423544,All Employees,"Trade, transportation, and utilities",ts_line
2024-11-01,9273000,0.004985369025685582,11000,0.014345244585324268,All Employees,Financial activities,ts_line
2024-11-01,22950000,0.0035419126328217754,9000,0.004717899723994279,All Employees,Professional and business services,ts_line
2024-11-01,2994000,-0.0016672224074691933,4000,0.016172159509941775,All Employees,Information,ts_line
2024-11-01,637000,-0.004687499999999956,1000,0.01903194874307479,All Employees,Mining and logging,ts_line
2024-11-01,12886000,-0.004788384306456561,25000,0.023577345819330908,All Employees,Manufacturing,ts_line
2024-10-01,26635000,0.03892811171353894,74000,0.0339495568360928,All Employees,Private education and health services,ts_line
2024-10-01,8300000,0.026338568072214574,-1000,-0.0014446515290408302,All Employees,Construction,ts_line
2024-10-01,23453000,0.021027427078798455,34000,0.017561539143791993,All Employees,Government,ts_line
2024-10-01,17006000,0.014375186400238604,-8000,-0.00562784310400255,All Employees,Leisure and hospitality,ts_line
2024-10-01,159068000,0.014257294429708134,43000,0.0032496027722923593,All Employees,Total nonfarm,ts_line
2024-10-01,5919000,0.011103518961393943,-3000,-0.006062118411154893,All Employees,Other services,ts_line
2024-10-01,29065000,0.006127111603434043,6000,0.002480533431527432,All Employees,"Trade, transportation, and utilities",ts_line
2024-10-01,9262000,0.00422855903718955,5000,0.00650087121079812,All Employees,Financial activities,ts_line
2024-10-01,22941000,0.0035872085393062747,-10000,-0.005216018826126767,All Employees,Professional and business services,ts_line
2024-10-01,2990000,0.0026827632461434714,-2000,-0.007991965579281168,All Employees,Information,ts_line
2024-10-01,12861000,-0.004797647605045308,-52000,-0.047267354886894375,All Employees,Manufacturing,ts_line
2024-10-01,636000,-0.012422360248447228,0,0,All Employees,Mining and logging,ts_line
2024-09-01,26561000,0.03916275430359928,91000,0.04204330206752127,All Employees,Private education and health services,ts_line
2024-09-01,8301000,0.029262244265344073,26000,0.038362360291273934,All Employees,Construction,ts_line
2024-09-01,23419000,0.022529799589573463,33000,0.017065247557716212,All Employees,Government,ts_line
2024-09-01,17014000,0.018314579841991918,61000,0.04404302767006385,All Employees,Leisure and hospitality,ts_line
2024-09-01,159025000,0.015051031806315285,255000,0.01944432731126078,All Employees,Total nonfarm,ts_line
2024-09-01,5922000,0.011443210930828451,6000,0.012238502970302712,All Employees,Other services,ts_line
2024-09-01,29059000,0.006128384460909908,20000,0.008296126332934639,All Employees,"Trade, transportation, and utilities",ts_line
2024-09-01,22951000,0.003805108467459739,22000,0.011574758410826558,All Employees,Professional and business services,ts_line
2024-09-01,9257000,0.0036864360837038923,6000,0.007810765665686947,All Employees,Financial activities,ts_line
2024-09-01,12913000,-0.003165045545777345,-12000,-0.011084483694665526,All Employees,Manufacturing,ts_line
2024-09-01,2992000,-0.005319148936170248,1000,0.004019421868565853,All Employees,Information,ts_line
2024-09-01,636000,-0.013953488372092981,1000,0.019062180389098904,All Employees,Mining and logging,ts_line
2024-08-01,26470000,0.03889477609011349,67000,0.0308796987176434,All Employees,Private education and health services,ts_line
2024-08-01,8275000,0.027694982613015506,28000,0.041511559905958784,All Employees,Construction,ts_line
2024-08-01,23386000,0.02332297728963373,41000,0.021279947932191234,All Employees,Government,ts_line
2024-08-01,16953000,0.01630597685990054,9000,0.006392591430923966,All Employees,Leisure and hospitality,ts_line
2024-08-01,158770000,0.015017165214389339,78000,0.005914189031376971,All Employees,Total nonfarm,ts_line
2024-08-01,5916000,0.011973999315771477,4000,0.00814936116567666,All Employees,Other services,ts_line
2024-08-01,29039000,0.006900138696255276,3000,0.0012405449927828105,All Employees,"Trade, transportation, and utilities",ts_line
2024-08-01,9251000,0.003035888539520748,7000,0.009124917041375857,All Employees,Financial activities,ts_line
2024-08-01,22929000,0.002799037830745643,-47000,-0.024273049208521247,All Employees,Professional and business services,ts_line
